index,season,date,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,a_possession,h_possession (in percent),h_possession,a_possession (in percent),h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners
172,13-14,Apr 27 2014,29,Brøndby,Vestsjælland,2,2,1,2,9,11,122.32,121.32,0.34,66,0.66,34,13,14,15,11,0,0,1,2,4,3
173,13-14,Apr 27 2014,29,Nordsjælland,København,1,0,0,0,12,13,120.19,121.03,0.54,46,0.46,54,7,7,14,21,0,0,1,1,4,1
174,13-14,Apr 28 2014,29,Esbjerg,Midtjylland,0,0,0,0,11,10,115.64,118.48,0.46,54,0.54,46,13,11,12,17,0,0,2,0,5,9
175,13-14,May 02 2014,30,Randers,Nordsjælland,0,1,0,0,18,7,116.33,113.01,0.43,57,0.57,43,10,6,20,26,0,0,1,1,3,5
176,13-14,May 03 2014,30,AaB,Esbjerg,0,2,0,0,7,12,121.77,120.87,0.51,49,0.49,51,10,12,14,20,0,0,2,1,3,2
177,13-14,May 04 2014,30,Sønderjyske,Viborg,1,0,1,0,12,11,115.73,121.32,0.48,52,0.52,48,9,12,21,14,0,0,2,4,10,2
178,13-14,May 04 2014,30,Midtjylland,Vestsjælland,3,1,2,1,13,9,109.84,116.87,0.47,53,0.53,47,6,13,12,16,0,0,1,3,8,3
179,13-14,May 04 2014,30,København,Brøndby,1,1,0,0,10,6,110.19,115.87,0.45,55,0.55,45,17,9,8,9,0,0,1,2,5,2
180,13-14,May 05 2014,30,AGF,OB,0,1,0,0,9,7,115.77,119.65,0.44,56,0.56,44,12,10,20,10,0,0,0,2,5,0
181,13-14,May 07 2014,31,Esbjerg,Sønderjyske,2,1,1,1,8,2,125.21,126.07,0.37,63,0.63,37,9,11,9,14,0,0,0,0,4,5
182,13-14,May 07 2014,31,Nordsjælland,AaB,2,4,2,3,13,7,118.36,111.8,0.48,52,0.52,48,11,6,18,17,0,0,2,0,6,5
183,13-14,May 08 2014,31,Viborg,København,0,2,0,0,9,13,115.77,120.91,0.54,46,0.46,54,11,12,11,11,0,0,2,1,2,4
184,13-14,May 08 2014,31,OB,Randers,2,1,2,1,10,25,121.6,118.81,0.61,39,0.39,61,14,7,13,10,0,0,4,1,5,10
185,13-14,May 08 2014,31,Brøndby,Midtjylland,3,1,3,1,13,9,115.36,110.07,0.43,57,0.57,43,8,9,19,21,0,0,2,1,5,4
186,13-14,May 08 2014,31,Vestsjælland,AGF,2,1,1,1,9,10,116.9,110.29,0.61,39,0.39,61,9,9,24,14,0,0,2,2,7,8
187,13-14,May 11 2014,32,Viborg,Nordsjælland,1,3,0,3,17,18,114.93,116.23,0.6,40,0.4,60,14,8,14,12,0,0,2,2,11,2
188,13-14,May 11 2014,32,Brøndby,Randers,1,1,0,1,10,7,119.24,121.26,0.47,53,0.53,47,6,11,17,16,0,0,0,0,6,2
189,13-14,May 11 2014,32,Vestsjælland,AaB,0,0,0,0,7,9,117.47,118.25,0.56,44,0.44,56,13,6,15,11,0,0,0,0,4,6
190,13-14,May 11 2014,32,AGF,Sønderjyske,0,3,0,1,13,10,115.04,118.74,0.4,60,0.6,40,10,6,7,19,1,0,2,2,3,9
191,13-14,May 11 2014,32,Midtjylland,København,2,3,1,1,9,7,120.95,124.74,0.52,48,0.48,52,14,9,15,15,0,1,3,2,6,5
192,13-14,May 11 2014,32,OB,Esbjerg,1,2,1,1,6,9,112.66,111.99,0.43,57,0.57,43,12,7,19,20,0,0,5,1,5,8
193,13-14,May 18 2014,33,København,OB,3,2,1,1,13,10,110.39,116.2,0.46,54,0.54,46,6,12,20,18,0,0,0,2,3,10
194,13-14,May 18 2014,33,Sønderjyske,Midtjylland,3,1,0,1,5,18,122.34,120.31,0.61,39,0.39,61,6,7,12,13,0,0,0,1,2,4
195,13-14,May 18 2014,33,AaB,AGF,1,0,0,0,11,5,114.55,116.22,0.41,59,0.59,41,4,7,18,17,0,0,0,2,3,6
196,13-14,May 18 2014,33,Randers,Vestsjælland,1,1,1,0,11,4,120.72,116.59,0.45,55,0.55,45,9,17,19,15,0,0,1,0,0,4
197,13-14,May 18 2014,33,Nordsjælland,Brøndby,2,2,2,1,20,10,111.82,111.23,0.55,45,0.45,55,13,10,17,16,0,0,1,3,14,2
198,13-14,May 18 2014,33,Esbjerg,Viborg,0,0,0,0,19,4,114.5,111.86,0.48,52,0.52,48,8,13,11,10,0,0,1,2,6,4
199,14-15,Jul 18 2014,1,Nordsjælland,Vestsjælland,3,2,1,2,15,6,117.34,118.34,0.43,57,0.57,43,3,8,14,11,0,0,0,1,4,4
200,14-15,Jul 19 2014,1,Sønderjyske,AaB,0,0,0,0,7,4,118.2,121.23,0.58,42,0.42,58,16,8,12,9,0,0,1,2,8,1
201,14-15,Jul 20 2014,1,OB,Hobro,1,2,0,1,7,7,114.95,119.05,0.37,63,0.63,37,11,11,12,19,0,0,1,1,7,0
202,14-15,Jul 20 2014,1,Silkeborg,København,0,0,0,0,5,16,116.63,116.18,0.54,46,0.46,54,12,15,16,25,0,0,0,4,4,5
203,14-15,Jul 20 2014,1,Midtjylland,Brøndby,3,1,1,0,16,13,115.18,119.96,0.58,42,0.42,58,11,10,17,14,0,0,1,4,7,2
204,14-15,Jul 21 2014,1,Esbjerg,Randers,0,1,0,0,13,3,121.26,118.59,0.44,56,0.56,44,10,19,14,12,0,0,3,3,10,4
205,14-15,Jul 25 2014,2,Vestsjælland,OB,3,1,2,0,10,8,107.18,105.41,0.5,50,0.5,50,9,8,11,8,0,0,2,0,14,4
206,14-15,Jul 26 2014,2,AaB,Midtjylland,2,0,0,0,8,10,118.32,111.91,0.55,45,0.45,55,8,14,20,15,0,0,1,4,4,3
207,14-15,Jul 26 2014,2,København,Nordsjælland,2,1,1,0,10,6,116.84,118.6,0.45,55,0.55,45,11,17,15,23,0,0,1,2,8,5
208,14-15,Jul 27 2014,2,Randers,Hobro,2,1,1,1,13,7,114.06,113.84,0.46,54,0.54,46,7,11,17,19,0,0,1,2,4,3
209,14-15,Jul 27 2014,2,Esbjerg,Sønderjyske,1,1,0,0,11,13,120.86,123.02,0.37,63,0.63,37,11,12,11,9,0,0,2,1,3,7
210,14-15,Jul 28 2014,2,Brøndby,Silkeborg,2,0,0,0,10,9,110.03,113.45,0.41,59,0.59,41,9,12,15,15,0,0,0,0,11,6
211,14-15,Aug 01 2014,3,Silkeborg,Sønderjyske,0,2,0,0,14,10,121.39,115.62,0.36,64,0.64,36,6,12,14,5,0,0,2,1,9,2
212,14-15,Aug 02 2014,3,Vestsjælland,København,2,2,2,0,6,10,115,116.01,0.53,47,0.47,53,15,7,8,13,0,0,3,0,5,3
213,14-15,Aug 02 2014,3,OB,AaB,1,1,1,0,17,4,111.94,113.81,0.56,44,0.44,56,8,7,11,15,0,0,3,0,3,3
214,14-15,Aug 03 2014,3,Nordsjælland,Esbjerg,3,2,1,0,11,12,120.57,119.66,0.55,45,0.45,55,11,11,10,17,0,0,1,4,5,2
215,14-15,Aug 03 2014,3,Hobro,Brøndby,2,0,1,0,7,13,121.28,120.85,0.65,35,0.35,65,22,5,11,7,0,0,1,1,1,5
216,14-15,Aug 04 2014,3,Midtjylland,Randers,3,1,0,1,11,10,116.12,113.86,0.41,59,0.59,41,8,12,13,13,1,0,2,4,5,4
217,14-15,Aug 08 2014,4,Randers,Vestsjælland,1,0,0,0,14,4,118.63,119.53,0.38,62,0.62,38,13,15,22,12,0,0,1,2,12,6
218,14-15,Aug 09 2014,4,AaB,Nordsjælland,1,2,1,0,11,10,126.27,118.3,0.49,51,0.51,49,8,16,11,12,0,0,1,3,8,3
219,14-15,Aug 10 2014,4,Sønderjyske,Midtjylland,1,3,0,1,7,13,118.02,119.48,0.6,40,0.4,60,10,7,16,17,0,0,2,1,2,9
220,14-15,Aug 10 2014,4,København,Hobro,0,3,0,1,16,10,116.86,117.28,0.33,67,0.67,33,8,6,15,16,1,0,0,1,11,1
221,14-15,Aug 10 2014,4,Brøndby,OB,1,1,1,0,12,6,118.77,116.44,0.41,59,0.59,41,12,10,21,14,0,0,2,3,3,4
222,14-15,Aug 11 2014,4,Esbjerg,Silkeborg,0,0,0,0,24,14,117.07,121.73,0.46,54,0.54,46,10,9,17,6,0,1,3,4,6,1
223,14-15,Aug 15 2014,5,København,Midtjylland,1,2,0,0,12,5,113.92,117.16,0.41,59,0.59,41,13,16,18,11,0,0,4,3,12,6
224,14-15,Aug 16 2014,5,AaB,Esbjerg,1,1,1,0,9,12,114.38,115.58,0.46,54,0.54,46,11,9,18,12,0,0,4,0,10,5
225,14-15,Aug 17 2014,5,Vestsjælland,Silkeborg,2,0,1,0,6,6,112.6,122.59,0.54,46,0.46,54,11,12,17,18,0,0,1,4,12,1
226,14-15,Aug 17 2014,5,Brøndby,Sønderjyske,2,0,0,0,11,8,121.87,119.86,0.37,63,0.63,37,13,10,14,17,0,0,2,4,5,4
227,14-15,Aug 17 2014,5,Randers,OB,0,2,0,1,9,7,118.67,120.16,0.42,58,0.58,42,10,9,19,14,0,0,2,2,14,4
228,14-15,Aug 18 2014,5,Hobro,Nordsjælland,0,0,0,0,8,15,121.07,112.43,0.62,38,0.38,62,13,10,13,18,0,0,2,1,5,2
229,14-15,Aug 30 2014,6,Sønderjyske,Randers,1,1,1,0,7,10,120.42,123.2,0.65,35,0.35,65,12,11,16,10,0,0,1,0,5,3
230,14-15,Aug 31 2014,6,Silkeborg,AaB,2,2,2,1,17,11,116.19,116.31,0.6,40,0.4,60,12,7,10,22,0,0,0,2,6,3
231,14-15,Aug 31 2014,6,Midtjylland,Esbjerg,2,0,1,0,11,8,120.21,115.17,0.56,44,0.44,56,20,17,11,13,0,0,4,4,2,9
232,14-15,Aug 31 2014,6,Nordsjælland,Brøndby,0,3,0,0,15,9,114.21,116,0.44,56,0.56,44,10,19,12,7,0,0,1,1,4,5
233,14-15,Aug 31 2014,6,OB,København,0,1,0,1,10,7,115.44,114.05,0.56,44,0.44,56,14,13,15,19,0,0,1,1,2,5
234,14-15,Sep 01 2014,6,Hobro,Vestsjælland,3,1,2,0,10,11,118.91,121.08,0.51,49,0.49,51,9,8,18,14,0,0,0,2,6,2
235,14-15,Sep 12 2014,7,Midtjylland,OB,3,2,1,0,13,7,119.84,118.14,0.39,61,0.61,39,15,10,23,16,0,0,0,2,4,2
236,14-15,Sep 13 2014,7,AaB,København,1,0,1,0,12,15,118.33,115.26,0.48,52,0.52,48,12,12,18,18,0,0,2,4,3,8
237,14-15,Sep 14 2014,7,Silkeborg,Nordsjælland,1,2,1,0,9,13,120.95,119.56,0.54,46,0.46,54,10,5,23,14,0,0,3,3,6,7
238,14-15,Sep 14 2014,7,Brøndby,Randers,0,2,0,1,10,4,117.74,112.16,0.35,65,0.65,35,9,15,7,13,0,0,0,2,2,3
239,14-15,Sep 14 2014,7,Esbjerg,Vestsjælland,3,0,2,0,10,8,124.62,121.28,0.46,54,0.54,46,6,15,11,18,0,0,1,1,6,4
240,14-15,Sep 15 2014,7,Sønderjyske,Hobro,1,1,1,1,13,4,121.09,119.55,0.49,51,0.51,49,13,7,14,16,0,0,2,2,5,1
241,14-15,Sep 19 2014,8,Randers,Silkeborg,1,0,0,0,11,9,118.4,119.52,0.41,59,0.59,41,9,11,17,10,0,0,0,0,10,3
242,14-15,Sep 20 2014,8,Hobro,Esbjerg,1,1,0,1,9,12,112.76,122.88,0.52,48,0.48,52,13,16,15,17,0,0,1,2,6,3
243,14-15,Sep 21 2014,8,OB,Sønderjyske,1,1,1,0,12,10,119.33,121.19,0.51,49,0.49,51,17,11,12,11,0,0,3,1,11,7
244,14-15,Sep 21 2014,8,København,Brøndby,1,0,0,0,12,5,122.35,118.05,0.53,47,0.47,53,9,16,18,17,0,0,2,2,1,4
245,14-15,Sep 21 2014,8,Nordsjælland,Midtjylland,2,1,0,0,13,12,115.04,121.22,0.44,56,0.56,44,12,13,18,13,0,0,1,2,3,1
246,14-15,Sep 22 2014,8,Vestsjælland,AaB,1,0,0,0,13,9,115.19,118.3,0.56,44,0.44,56,8,3,12,16,0,0,1,1,7,1
247,14-15,Sep 26 2014,9,AaB,Randers,0,0,0,0,8,16,113.55,118.76,0.53,47,0.47,53,13,12,14,14,0,0,2,0,2,9
248,14-15,Sep 27 2014,9,Sønderjyske,København,1,1,0,0,11,12,111.44,108.04,0.59,41,0.41,59,10,12,19,17,0,0,2,1,4,3
249,14-15,Sep 27 2014,9,Silkeborg,Hobro,2,2,1,0,17,5,118.68,115.26,0.43,57,0.57,43,12,4,20,14,0,0,0,1,5,8
250,14-15,Sep 28 2014,9,Midtjylland,Vestsjælland,1,0,0,0,27,9,122.07,119.33,0.43,57,0.57,43,11,13,21,16,0,0,1,3,8,4
251,14-15,Sep 28 2014,9,Esbjerg,Brøndby,2,2,0,0,8,13,114.37,114.88,0.61,39,0.39,61,14,11,14,11,0,0,0,2,6,10
252,14-15,Sep 29 2014,9,Nordsjælland,OB,2,1,1,0,13,11,116.22,115.56,0.48,52,0.52,48,17,15,13,17,0,0,1,2,10,8
253,14-15,Oct 03 2014,10,Hobro,Midtjylland,1,5,0,3,16,10,120.82,121.12,0.59,41,0.41,59,11,15,15,15,0,0,1,3,4,14
254,14-15,Oct 04 2014,10,OB,Silkeborg,2,0,1,0,6,13,117.99,120.03,0.59,41,0.41,59,16,15,17,12,0,0,0,2,3,6
255,14-15,Oct 05 2014,10,Vestsjælland,Sønderjyske,1,1,0,1,7,10,115.79,113.53,0.48,52,0.52,48,14,7,18,17,0,0,2,0,9,4
256,14-15,Oct 05 2014,10,Randers,Nordsjælland,0,0,0,0,14,4,118.41,117.19,0.41,59,0.59,41,16,12,16,7,0,0,2,2,8,5
257,14-15,Oct 05 2014,10,København,Esbjerg,2,1,0,1,5,11,115.92,112.65,0.51,49,0.49,51,11,17,13,15,0,1,1,4,3,4
258,14-15,Oct 05 2014,10,Brøndby,AaB,2,1,1,0,14,9,109.76,109.71,0.46,54,0.54,46,13,14,18,10,0,0,3,4,2,6
259,14-15,Oct 17 2014,11,AaB,Hobro,1,1,0,1,13,8,118.03,115.03,0.36,64,0.64,36,13,15,13,13,0,0,2,0,7,2
260,14-15,Oct 18 2014,11,Nordsjælland,Sønderjyske,2,3,1,2,9,6,116.24,111.71,0.41,59,0.59,41,8,11,16,16,0,0,2,3,5,6
261,14-15,Oct 19 2014,11,Midtjylland,Silkeborg,2,1,1,0,11,7,112.72,115.72,0.46,54,0.54,46,14,8,17,18,0,0,3,1,3,4
262,14-15,Oct 19 2014,11,Brøndby,Vestsjælland,5,0,1,0,12,10,116.74,111.31,0.33,67,0.67,33,4,13,12,14,0,0,0,2,4,5
263,14-15,Oct 19 2014,11,København,Randers,1,0,1,0,10,7,117.27,121.43,0.51,49,0.49,51,18,13,15,12,0,0,1,1,6,5
264,14-15,Oct 20 2014,11,Esbjerg,OB,2,0,1,0,9,10,111.5,111.7,0.39,61,0.61,39,23,15,16,18,0,0,2,1,5,2
265,14-15,Oct 24 2014,12,Silkeborg,Vestsjælland,1,2,1,1,13,6,114.14,114.36,0.42,58,0.58,42,10,10,13,12,0,0,2,2,11,2
266,14-15,Oct 25 2014,12,Sønderjyske,Midtjylland,1,1,0,0,4,8,119.48,116.66,0.6,40,0.4,60,18,12,20,15,0,0,3,4,3,3
267,14-15,Oct 26 2014,12,Randers,OB,3,0,3,0,14,4,115.85,115.37,0.47,53,0.53,47,13,7,16,12,0,0,1,0,3,12
268,14-15,Oct 26 2014,12,Hobro,København,0,2,0,1,10,8,109.96,117.64,0.63,37,0.37,63,15,11,12,15,0,0,1,1,12,2
269,14-15,Oct 26 2014,12,Esbjerg,Brøndby,0,0,0,0,11,4,116.27,117.92,0.52,48,0.48,52,11,11,13,17,0,0,1,2,7,2
270,14-15,Oct 27 2014,12,Nordsjælland,AaB,0,1,0,0,12,4,120.61,114.97,0.46,54,0.54,46,15,5,18,21,0,0,1,2,6,10
271,14-15,Oct 31 2014,13,Midtjylland,Nordsjælland,2,0,0,0,6,6,117.08,121.04,0.39,61,0.61,39,10,15,21,24,0,1,1,3,3,4
272,14-15,Nov 01 2014,13,Vestsjælland,Esbjerg,1,4,0,2,8,8,117.1,114.38,0.63,37,0.37,63,14,10,15,8,0,0,1,1,12,2
273,14-15,Nov 02 2014,13,OB,Hobro,3,1,1,1,14,4,113.37,111.88,0.32,68,0.68,32,14,14,24,10,0,1,0,3,8,6
274,14-15,Nov 02 2014,13,København,Sønderjyske,1,1,1,0,14,9,125.41,113.37,0.35,65,0.65,35,13,6,8,7,0,0,2,2,5,5
275,14-15,Nov 02 2014,13,Brøndby,Randers,1,0,0,0,7,10,110.63,114.45,0.42,58,0.58,42,8,10,16,16,0,0,1,1,3,4
276,14-15,Nov 03 2014,13,AaB,Silkeborg,2,0,1,0,9,11,117.42,113.23,0.49,51,0.51,49,5,12,14,19,0,0,1,1,2,3
277,14-15,Nov 07 2014,14,Silkeborg,Midtjylland,1,2,0,1,6,8,115.59,117.93,0.53,47,0.47,53,17,15,14,18,0,0,2,3,4,7
278,14-15,Nov 08 2014,14,Randers,Esbjerg,3,2,2,1,14,5,111.35,111.49,0.56,44,0.44,56,12,16,13,14,0,0,3,1,3,8
279,14-15,Nov 09 2014,14,Sønderjyske,OB,2,1,2,1,12,6,119.61,115.12,0.63,37,0.37,63,17,13,12,22,0,0,3,2,2,3
280,14-15,Nov 09 2014,14,AaB,Vestsjælland,2,0,1,0,9,9,118.42,119.29,0.49,51,0.51,49,8,9,15,13,0,0,0,1,2,5
281,14-15,Nov 09 2014,14,Hobro,Brøndby,3,0,0,0,13,15,114.72,113.97,0.59,41,0.41,59,20,14,13,11,0,0,1,3,13,5
282,14-15,Nov 09 2014,14,Nordsjælland,København,0,0,0,0,14,11,111.27,116.67,0.42,58,0.58,42,13,9,12,13,0,1,6,2,11,7
283,14-15,Nov 21 2014,15,Vestsjælland,Randers,0,1,0,1,11,8,109.76,105.74,0.49,51,0.51,49,15,8,13,18,0,0,2,1,3,2
284,14-15,Nov 22 2014,15,Esbjerg,Hobro,4,2,1,1,14,9,114.74,114.77,0.41,59,0.59,41,15,13,10,6,0,0,2,2,8,7
285,14-15,Nov 22 2014,15,København,Silkeborg,1,0,1,0,12,10,113.17,115.12,0.4,60,0.6,40,8,13,17,13,0,0,2,2,8,3
286,14-15,Nov 23 2014,15,OB,Nordsjælland,1,0,1,0,13,9,113.49,114.05,0.43,57,0.57,43,8,10,8,12,0,0,1,2,7,5
287,14-15,Nov 23 2014,15,Brøndby,Sønderjyske,1,0,0,0,14,12,122.58,118.83,0.4,60,0.6,40,16,15,17,15,0,0,3,5,4,5
288,14-15,Nov 23 2014,15,Midtjylland,AaB,2,0,2,0,16,4,124.24,122.28,0.43,57,0.57,43,22,10,1,11,1,0,3,1,12,9
289,14-15,Nov 28 2014,16,Sønderjyske,Esbjerg,0,0,0,0,14,7,119.98,119.36,0.54,46,0.46,54,15,12,22,16,0,1,2,2,5,5
290,14-15,Nov 29 2014,16,Silkeborg,OB,0,1,0,1,8,8,119.36,118.94,0.49,51,0.51,49,18,8,9,8,0,0,2,0,3,6
291,14-15,Nov 30 2014,16,Hobro,Randers,0,1,0,0,13,8,118.47,117.23,0.44,56,0.56,44,13,7,14,11,0,2,2,2,2,5
292,14-15,Nov 30 2014,16,Nordsjælland,Brøndby,2,0,1,0,18,9,116.53,114.3,0.42,58,0.58,42,14,7,17,18,0,1,1,1,5,10
293,14-15,Nov 30 2014,16,AaB,København,0,1,0,1,12,9,120.22,118.97,0.44,56,0.56,44,7,17,17,12,0,1,3,1,8,5
294,14-15,Dec 01 2014,16,Midtjylland,Vestsjælland,2,1,1,0,10,11,123.51,118.17,0.39,61,0.61,39,12,13,10,11,0,0,3,1,3,5
295,14-15,Dec 05 2014,17,Randers,Sønderjyske,0,0,0,0,17,4,118.62,117.71,0.41,59,0.59,41,7,12,7,14,0,0,0,2,2,5
296,14-15,Dec 06 2014,17,OB,AaB,1,1,0,0,8,8,121.26,117.94,0.43,57,0.57,43,10,10,21,20,0,0,0,2,7,9
297,14-15,Dec 07 2014,17,Vestsjælland,Hobro,1,1,0,1,15,6,111.61,114.48,0.4,60,0.6,40,12,7,12,16,0,0,3,2,3,5
298,14-15,Dec 07 2014,17,Brøndby,Silkeborg,1,0,0,0,16,6,111.3,115.03,0.47,53,0.53,47,14,13,13,11,0,1,2,1,12,2
299,14-15,Dec 07 2014,17,København,Midtjylland,3,0,1,0,7,6,118.25,121.07,0.56,44,0.44,56,13,17,20,11,0,0,0,2,7,3
300,14-15,Dec 08 2014,17,Esbjerg,Nordsjælland,0,0,0,0,18,4,115,113.73,0.41,59,0.59,41,10,13,9,16,0,0,2,3,8,4
301,14-15,Feb 20 2015,18,Nordsjælland,Randers,0,3,0,3,9,6,113.89,120.16,0.4,60,0.6,40,13,9,9,18,0,1,4,3,8,4
302,14-15,Feb 21 2015,18,Silkeborg,Esbjerg,1,3,1,3,5,6,118.51,117.51,0.61,39,0.39,61,11,7,10,9,0,0,0,1,7,8
303,14-15,Feb 22 2015,18,Sønderjyske,Hobro,1,0,0,0,14,10,117.6663636,117.885,0.5,50,0.5,50,11,10,13,16,0,0,2,1,5,2
304,14-15,Feb 22 2015,18,København,Vestsjælland,2,0,1,0,13,10,116.77,112.86,0.44,56,0.56,44,14,11,13,14,0,0,1,2,4,7
305,14-15,Feb 22 2015,18,AaB,Brøndby,1,0,0,0,4,9,110.2,107.95,0.58,42,0.42,58,11,14,12,12,0,0,3,1,5,5
306,14-15,Feb 23 2015,18,Midtjylland,OB,3,0,1,0,11,9,107.91,109.97,0.46,54,0.54,46,15,10,12,18,0,0,1,1,9,0
307,14-15,Feb 27 2015,19,Vestsjælland,Sønderjyske,0,1,0,1,11,17,120.04,119.47,0.52,48,0.48,52,18,11,9,4,0,0,5,1,9,3
308,14-15,Feb 28 2015,19,Hobro,Nordsjælland,1,0,1,0,9,8,115.87,109.88,0.63,37,0.37,63,10,12,15,19,0,0,1,3,7,3
309,14-15,Mar 01 2015,19,Randers,Silkeborg,1,2,0,1,15,11,118.61,116.34,0.4,60,0.6,40,16,13,14,12,0,0,4,4,2,4
310,14-15,Mar 01 2015,19,OB,København,1,0,0,0,6,7,111.05,113.15,0.54,46,0.46,54,7,14,18,17,0,0,0,1,9,5
311,14-15,Mar 01 2015,19,Brøndby,Midtjylland,1,1,0,0,12,6,116.93,118.99,0.45,55,0.55,45,14,19,22,17,1,0,5,2,6,5
312,14-15,Mar 02 2015,19,Esbjerg,AaB,1,3,1,0,14,8,114.48,116.2,0.41,59,0.59,41,13,7,15,22,0,0,0,2,3,6
313,14-15,Mar 07 2015,20,Nordsjælland,Sønderjyske,4,0,1,0,4,11,123.84,125.29,0.45,55,0.55,45,10,8,26,13,0,0,1,0,8,4
314,14-15,Mar 08 2015,20,Silkeborg,Hobro,0,1,0,1,8,9,117.98,116.01,0.41,59,0.59,41,9,6,14,15,0,0,0,0,4,3
315,14-15,Mar 08 2015,20,København,Brøndby,3,1,1,0,11,14,119.65,122.66,0.55,45,0.45,55,13,13,16,8,0,0,2,2,6,3
316,14-15,Mar 08 2015,20,Midtjylland,Esbjerg,3,0,2,0,7,5,118.95,125.28,0.62,38,0.38,62,12,16,12,9,0,0,3,3,3,6
317,14-15,Mar 08 2015,20,AaB,Randers,2,1,1,1,9,13,115.85,110.94,0.6,40,0.4,60,10,6,20,11,0,0,1,1,5,6
318,14-15,Mar 09 2015,20,Vestsjælland,OB,1,2,1,1,6,9,112.11,114.2,0.61,39,0.39,61,8,9,11,17,0,0,2,2,4,3
319,14-15,Mar 13 2015,21,Randers,Midtjylland,1,2,1,1,13,7,114.37,117.88,0.47,53,0.53,47,12,14,12,17,0,0,1,0,6,6
320,14-15,Mar 14 2015,21,Sønderjyske,Silkeborg,1,4,0,3,12,3,114.34,113.29,0.36,64,0.64,36,5,14,11,11,0,1,1,3,7,4
321,14-15,Mar 15 2015,21,Nordsjælland,Vestsjælland,2,0,1,0,18,5,112.19,116.66,0.42,58,0.58,42,14,5,16,16,0,0,1,0,8,3
322,14-15,Mar 15 2015,21,Esbjerg,København,0,1,0,1,7,9,121.91,118.1,0.5,50,0.5,50,10,15,15,14,0,0,1,2,1,3
323,14-15,Mar 15 2015,21,Brøndby,OB,2,0,1,0,10,5,115.3,115.88,0.53,47,0.47,53,18,11,13,12,0,0,1,2,4,2
324,14-15,Mar 16 2015,21,Hobro,AaB,1,0,1,0,12,9,121.03,119.96,0.59,41,0.41,59,15,6,10,11,0,0,1,0,3,5
325,14-15,Mar 20 2015,22,OB,Esbjerg,0,2,0,1,10,11,112.68,110.16,0.54,46,0.46,54,9,14,19,13,0,0,0,2,6,4
326,14-15,Mar 21 2015,22,Midtjylland,Hobro,3,0,2,0,13,6,116.28,120.1,0.45,55,0.55,45,11,18,18,15,0,0,1,3,2,4
327,14-15,Mar 22 2015,22,Silkeborg,Nordsjælland,2,2,2,1,7,8,119.75,118.27,0.57,43,0.43,57,13,13,13,8,0,0,2,1,3,5
328,14-15,Mar 22 2015,22,AaB,Sønderjyske,1,4,1,0,8,9,116.69,114.58,0.38,62,0.62,38,6,13,15,16,0,0,1,2,4,7
329,14-15,Mar 22 2015,22,Vestsjælland,Brøndby,0,1,0,1,12,12,111.96,114.07,0.55,45,0.45,55,10,5,18,19,0,0,3,0,4,1
330,14-15,Mar 22 2015,22,København,Randers,1,1,0,0,14,9,114.12,108.23,0.48,52,0.52,48,14,12,18,13,0,0,3,1,5,1
331,14-15,Apr 04 2015,23,Sønderjyske,Nordsjælland,1,2,0,2,21,4,119.83,119.78,0.38,62,0.62,38,13,6,14,14,0,1,1,3,8,2
332,14-15,Apr 05 2015,23,Hobro,Silkeborg,2,2,0,1,13,12,110.26,112.14,0.48,52,0.52,48,12,12,19,14,0,0,0,5,5,6
333,14-15,Apr 05 2015,23,Esbjerg,Midtjylland,3,3,0,2,11,7,113.04,111.36,0.47,53,0.53,47,12,11,15,18,0,0,0,1,4,2
334,14-15,Apr 06 2015,23,Brøndby,København,0,0,0,0,6,7,119.51,116.78,0.53,47,0.47,53,12,20,25,16,0,0,2,1,7,6
335,14-15,Apr 06 2015,23,Randers,AaB,1,1,1,0,9,11,105.93,107.41,0.41,59,0.59,41,19,8,14,13,0,1,2,4,1,3
336,14-15,Apr 07 2015,23,OB,Vestsjælland,1,2,1,0,13,16,114.5,115.41,0.47,53,0.53,47,13,13,18,13,0,0,0,0,6,5
337,14-15,Apr 10 2015,24,Hobro,Esbjerg,3,1,2,1,6,12,115.33,117.61,0.68,32,0.32,68,10,9,21,16,0,1,1,4,9,4
338,14-15,Apr 11 2015,24,Randers,Vestsjælland,1,1,1,1,9,5,120.41,115.07,0.46,54,0.54,46,9,14,9,19,0,0,0,1,3,9
339,14-15,Apr 12 2015,24,Nordsjælland,OB,1,2,0,1,10,10,113.44,112.12,0.39,61,0.61,39,12,7,11,10,0,0,2,1,7,5
340,14-15,Apr 12 2015,24,AaB,Midtjylland,1,2,1,1,8,10,119.41,118.7,0.58,42,0.42,58,14,16,17,16,0,0,2,0,1,7
341,14-15,Apr 12 2015,24,Sønderjyske,Brøndby,0,1,0,1,22,8,109.6,107.77,0.5,50,0.5,50,10,9,11,9,0,0,0,1,8,3
342,14-15,Apr 13 2015,24,Silkeborg,København,0,4,0,2,7,7,119.44,119.27,0.57,43,0.43,57,16,4,11,15,0,0,4,1,4,3
343,14-15,Apr 17 2015,25,Midtjylland,Silkeborg,1,0,0,0,13,8,114.49,120.21,0.45,55,0.55,45,13,10,7,8,0,0,2,2,9,3
