index,season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,a_possession,h_possession (in percent),h_possession,a_possession (in percent),h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
137,13-14,23,AGF,Esbjerg,0,3,0,2,8,5,115.5,120.82,427,394,307,287,120,107,0.72,0.73,0.64,36,0.36,64,0.53,0.47,11,12,20,13,0,5,5,7
138,13-14,24,OB,SønderjyskE,2,2,0,1,13,7,119.14,120.9,369,496,255,353,114,143,0.69,0.71,0.31,69,0.69,31,0.53,0.47,7,17,13,19,2,6,2,4
139,13-14,24,Esbjerg,Vestsjælland,0,0,0,0,10,5,124.51,117.13,407,823,319,730,88,93,0.78,0.89,0.34,66,0.66,34,0.44,0.56,5,11,8,7,4,1,1,4
140,13-14,24,Randers,Midtjylland,0,3,0,1,11,9,120.01,117.41,524,416,441,341,83,75,0.84,0.82,0.44,56,0.56,44,0.54,0.46,21,9,15,17,0,0,5,0
141,13-14,24,Viborg,Brøndby,0,1,0,0,10,13,115.58,114.3,422,413,317,309,105,104,0.75,0.75,0.62,38,0.38,62,0.53,0.47,10,7,19,16,1,3,2,4
142,13-14,24,AaB,København,2,1,1,0,6,11,119.19,121.68,477,362,363,254,114,108,0.76,0.7,0.51,49,0.49,51,0.56,0.44,13,19,19,16,0,3,8,4
143,13-14,24,Nordsjælland,AGF,1,0,0,0,12,8,115.36,115.99,509,343,421,268,88,75,0.83,0.78,0.42,58,0.58,42,0.55,0.45,5,11,21,13,4,0,8,4
144,13-14,25,AGF,Randers,0,1,0,0,7,7,115.42,118.39,528,337,436,247,92,90,0.83,0.73,0.52,48,0.48,52,0.46,0.54,16,16,12,17,2,5,4,3
145,13-14,25,Midtjylland,AaB,2,3,1,2,15,10,126.34,123.65,664,302,527,208,137,94,0.79,0.69,0.44,56,0.56,44,0.51,0.49,17,11,19,18,1,1,5,0
146,13-14,25,Viborg,OB,2,2,1,2,8,10,116.94,112.41,249,466,176,382,73,84,0.71,0.82,0.58,42,0.42,58,0.48,0.52,15,6,8,13,0,2,5,9
147,13-14,25,København,SønderjyskE,2,0,2,0,10,10,121.62,116.13,395,480,274,360,121,120,0.69,0.75,0.41,59,0.59,41,0.47,0.53,9,12,13,16,3,2,0,1
148,13-14,25,Brøndby,Esbjerg,1,0,1,0,7,14,114.3,118.13,331,513,244,433,87,80,0.74,0.84,0.62,38,0.38,62,0.49,0.51,8,13,13,19,0,3,5,3
149,13-14,25,Vestsjælland,Nordsjælland,0,0,0,0,10,6,115.97,114.11,274,473,171,337,103,136,0.62,0.71,0.67,33,0.33,67,0.51,0.49,7,5,19,17,4,2,7,8
150,13-14,26,SønderjyskE,Vestsjælland,1,1,0,1,16,6,119.96,118.02,552,363,458,262,94,101,0.83,0.72,0.47,53,0.53,47,0.48,0.52,11,17,16,12,3,2,9,4
151,13-14,26,Midtjylland,OB,0,2,0,1,12,3,114.6,120.98,491,458,403,383,88,75,0.82,0.84,0.46,54,0.54,46,0.56,0.44,8,17,11,10,4,1,4,4
152,13-14,26,Randers,Viborg,3,1,2,0,12,8,121.27,119.02,245,714,145,622,100,92,0.59,0.87,0.54,46,0.46,54,0.48,0.52,15,13,10,11,1,1,2,8
153,13-14,26,København,AGF,1,0,0,0,13,6,123.16,121.6,406,739,321,652,85,87,0.79,0.88,0.47,53,0.53,47,0.46,0.54,17,12,7,11,3,5,5,5
154,13-14,26,AaB,Brøndby,2,0,2,0,8,10,124.63,123.32,476,453,377,344,99,109,0.79,0.76,0.59,41,0.41,59,0.53,0.47,10,11,23,17,1,1,5,1
155,13-14,26,Nordsjælland,Esbjerg,0,1,0,1,11,6,118.35,121.39,440,452,331,365,109,87,0.75,0.81,0.47,53,0.53,47,0.47,0.53,10,17,12,17,0,4,5,3
156,13-14,27,Viborg,AaB,0,2,0,0,4,11,115.7,117.52,593,290,506,189,87,101,0.85,0.65,0.67,33,0.33,67,0.54,0.46,4,7,14,14,4,0,7,3
157,13-14,27,OB,Nordsjælland,0,1,0,1,8,11,119.77,116.4,362,404,252,287,110,117,0.7,0.71,0.49,51,0.51,49,0.55,0.45,10,13,24,18,2,4,3,3
158,13-14,27,Esbjerg,Randers,2,2,2,1,6,4,125.96,119.02,386,512,303,413,83,99,0.78,0.81,0.44,56,0.56,44,0.45,0.55,11,13,10,14,5,2,4,8
159,13-14,27,Vestsjælland,København,0,1,0,1,7,7,118.4,117.88,390,524,272,413,118,111,0.7,0.79,0.6,40,0.4,60,0.52,0.48,10,8,22,20,2,2,1,2
160,13-14,27,Brøndby,SønderjyskE,3,1,0,0,8,9,115.49,118.64,407,417,302,299,105,118,0.74,0.72,0.42,58,0.58,42,0.51,0.49,10,17,17,19,6,1,6,3
161,13-14,27,AGF,Midtjylland,0,4,0,2,9,16,112.04,118.01,514,456,419,358,95,98,0.82,0.79,0.45,55,0.55,45,0.52,0.48,7,15,21,9,4,4,3,3
163,13-14,28,Vestsjælland,OB,1,0,0,0,7,9,123.82,122.8,347,443,214,321,133,122,0.62,0.72,0.55,45,0.45,55,0.51,0.49,14,6,15,17,1,1,7,8
164,13-14,28,AaB,Randers,1,2,1,2,13,9,118.83,116.33,427,450,332,351,95,99,0.78,0.78,0.4,60,0.6,40,0.53,0.47,8,19,13,15,3,1,4,6
165,13-14,28,SønderjyskE,Nordsjælland,3,1,1,0,11,8,117.31,117.59,491,301,410,197,81,104,0.84,0.65,0.61,39,0.39,61,0.54,0.46,13,7,16,17,5,1,4,8
166,13-14,28,Midtjylland,Viborg,5,2,1,1,6,3,122.66,114.08,305,653,227,554,78,99,0.74,0.85,0.42,58,0.58,42,0.48,0.52,8,14,13,26,8,2,7,5
167,13-14,28,AGF,Brøndby,1,2,1,1,10,11,119.51,121.72,478,440,382,330,96,110,0.8,0.75,0.56,44,0.44,56,0.58,0.42,15,14,25,10,2,0,5,5
168,13-14,28,København,Esbjerg,2,2,2,1,11,6,119.53,114.87,653,240,548,141,105,99,0.84,0.59,0.5,50,0.5,50,0.59,0.41,12,12,20,10,2,2,6,4
169,13-14,29,Randers,SønderjyskE,1,1,1,1,7,4,125.94,119.66,350,678,281,610,69,68,0.8,0.9,0.37,63,0.63,37,0.48,0.52,7,5,14,9,2,1,7,7
170,13-14,29,OB,AaB,2,3,0,1,9,10,114.39,116.23,317,419,230,318,87,101,0.73,0.76,0.54,46,0.46,54,0.47,0.53,9,4,24,17,1,2,3,3
171,13-14,29,Viborg,AGF,3,0,1,0,4,8,114.88,115.27,770,285,704,216,66,69,0.91,0.76,0.57,43,0.43,57,0.5,0.5,10,6,12,16,0,6,12,2
172,13-14,29,Brøndby,Vestsjælland,2,2,1,2,9,11,122.32,121.32,519,530,430,440,89,90,0.83,0.83,0.34,66,0.66,34,0.51,0.49,13,14,15,11,0,2,4,3
173,13-14,29,Nordsjælland,København,1,0,0,0,12,13,120.19,121.03,609,336,535,252,74,84,0.88,0.75,0.54,46,0.46,54,0.47,0.53,7,7,14,21,0,7,4,1
174,13-14,29,Esbjerg,Midtjylland,0,0,0,0,11,10,115.64,118.48,432,537,314,418,118,119,0.73,0.78,0.46,54,0.54,46,0.56,0.44,13,11,12,17,4,1,5,9
175,13-14,30,Randers,Nordsjælland,0,1,0,0,18,7,116.33,113.01,279,522,198,420,81,102,0.71,0.8,0.43,57,0.57,43,0.48,0.52,10,6,20,26,6,1,3,5
176,13-14,30,AaB,Esbjerg,0,2,0,0,7,12,121.77,120.87,416,464,299,354,117,110,0.72,0.76,0.51,49,0.49,51,0.46,0.54,10,12,14,20,4,2,3,2
177,13-14,30,SønderjyskE,Viborg,1,0,1,0,12,11,115.73,121.32,428,337,347,262,81,75,0.81,0.78,0.48,52,0.52,48,0.53,0.47,9,12,21,14,2,2,10,2
178,13-14,30,Midtjylland,Vestsjælland,3,1,2,1,13,9,109.84,116.87,540,309,435,213,105,96,0.81,0.69,0.47,53,0.53,47,0.45,0.55,6,13,12,16,1,3,8,3
179,13-14,30,København,Brøndby,1,1,0,0,10,6,110.19,115.87,512,526,438,436,74,90,0.86,0.83,0.45,55,0.55,45,0.41,0.59,17,9,8,9,2,7,5,2
180,13-14,30,AGF,OB,0,1,0,0,9,7,115.77,119.65,530,409,442,323,88,86,0.83,0.79,0.44,56,0.56,44,0.59,0.41,12,10,20,10,3,0,5,0
181,13-14,31,Esbjerg,SønderjyskE,2,1,1,1,8,2,125.21,126.07,377,588,299,481,78,107,0.79,0.82,0.37,63,0.63,37,0.47,0.53,9,11,9,14,4,0,4,5
182,13-14,31,Nordsjælland,AaB,2,4,2,3,13,7,118.36,111.8,482,483,399,391,83,92,0.83,0.81,0.48,52,0.52,48,0.56,0.44,11,6,18,17,3,1,6,5
183,13-14,31,Viborg,København,0,2,0,0,9,13,115.77,120.91,686,308,590,220,96,88,0.86,0.71,0.54,46,0.46,54,0.55,0.45,11,12,11,11,2,5,2,4
184,13-14,31,OB,Randers,2,1,2,1,10,25,121.6,118.81,357,472,255,361,102,111,0.71,0.76,0.61,39,0.39,61,0.47,0.53,14,7,13,10,1,0,5,10
185,13-14,31,Brøndby,Midtjylland,3,1,3,1,13,9,115.36,110.07,393,392,268,261,125,131,0.68,0.67,0.43,57,0.57,43,0.52,0.48,8,9,19,21,6,3,5,4
186,13-14,31,Vestsjælland,AGF,2,1,1,1,9,10,116.9,110.29,291,285,185,169,106,116,0.64,0.59,0.61,39,0.39,61,0.51,0.49,9,9,24,14,7,0,7,8
187,13-14,32,Viborg,Nordsjælland,1,3,0,3,17,18,114.93,116.23,528,387,435,305,93,82,0.82,0.79,0.6,40,0.4,60,0.49,0.51,14,8,14,12,3,1,11,2
188,13-14,32,Brøndby,Randers,1,1,0,1,10,7,119.24,121.26,377,491,290,397,87,94,0.77,0.81,0.47,53,0.53,47,0.49,0.51,6,11,17,16,4,1,6,2
189,13-14,32,Vestsjælland,AaB,0,0,0,0,7,9,117.47,118.25,336,500,239,411,97,89,0.71,0.82,0.56,44,0.44,56,0.45,0.55,13,6,15,11,3,1,4,6
190,13-14,32,AGF,SønderjyskE,0,3,0,1,13,10,115.04,118.74,448,454,344,355,104,99,0.77,0.78,0.4,60,0.6,40,0.46,0.54,10,6,7,19,1,0,3,9
191,13-14,32,Midtjylland,København,2,3,1,1,9,7,120.95,124.74,468,541,347,467,121,74,0.74,0.86,0.52,48,0.48,52,0.49,0.51,14,9,15,15,2,0,6,5
192,13-14,32,OB,Esbjerg,1,2,1,1,6,9,112.66,111.99,358,350,241,246,117,104,0.67,0.7,0.43,57,0.57,43,0.46,0.54,12,7,19,20,1,1,5,8
193,13-14,33,København,OB,3,2,1,1,13,10,110.39,116.2,373,330,287,263,86,67,0.77,0.8,0.46,54,0.54,46,0.54,0.46,6,12,20,18,1,3,3,10
194,13-14,33,SønderjyskE,Midtjylland,3,1,0,1,5,18,122.34,120.31,427,420,329,315,98,105,0.77,0.75,0.61,39,0.39,61,0.5,0.5,6,7,12,13,5,0,2,4
195,13-14,33,AaB,AGF,1,0,0,0,11,5,114.55,116.22,320,607,207,475,113,132,0.65,0.78,0.41,59,0.59,41,0.49,0.51,4,7,18,17,2,5,3,6
196,13-14,33,Randers,Vestsjælland,1,1,1,0,11,4,120.72,116.59,387,509,294,395,93,114,0.76,0.78,0.45,55,0.55,45,0.51,0.49,9,17,19,15,4,3,0,4
197,13-14,33,Nordsjælland,Brøndby,2,2,2,1,20,10,111.82,111.23,647,208,540,118,107,90,0.83,0.57,0.55,45,0.45,55,0.53,0.47,13,10,17,16,1,0,14,2
198,13-14,33,Esbjerg,Viborg,0,0,0,0,19,4,114.5,111.86,288,739,186,653,102,86,0.65,0.88,0.48,52,0.52,48,0.47,0.53,8,13,11,10,4,2,6,4
199,14-15,1,Nordsjælland,Vestsjælland,3,2,1,2,15,6,117.34,118.34,369,515,269,377,100,138,0.73,0.73,0.43,57,0.57,43,0.49,0.51,3,8,14,11,1,1,4,4
200,14-15,1,SønderjyskE,AaB,0,0,0,0,7,4,118.2,121.23,453,517,351,420,102,97,0.77,0.81,0.58,42,0.42,58,0.52,0.48,16,8,12,9,6,1,8,1
201,14-15,1,OB,Hobro,1,2,0,1,7,7,114.95,119.05,458,313,370,218,88,95,0.81,0.7,0.37,63,0.63,37,0.51,0.49,11,11,12,19,1,0,7,0
202,14-15,1,Silkeborg,København,0,0,0,0,5,16,116.63,116.18,284,412,165,310,119,102,0.58,0.75,0.54,46,0.46,54,0.49,0.51,12,15,16,25,2,2,4,5
203,14-15,1,Midtjylland,Brøndby,3,1,1,0,16,13,115.18,119.96,482,399,397,310,85,89,0.82,0.78,0.58,42,0.42,58,0.52,0.48,11,10,17,14,5,0,7,2
204,14-15,1,Esbjerg,Randers,0,1,0,0,13,3,121.26,118.59,359,505,273,412,86,93,0.76,0.82,0.44,56,0.56,44,0.52,0.48,10,19,14,12,0,2,10,4
205,14-15,2,Vestsjælland,OB,3,1,2,0,10,8,107.18,105.41,855,267,792,204,63,63,0.93,0.76,0.5,50,0.5,50,0.52,0.48,9,8,11,8,1,0,14,4
206,14-15,2,AaB,Midtjylland,2,0,0,0,8,10,118.32,111.91,448,450,310,316,138,134,0.69,0.7,0.55,45,0.45,55,0.48,0.52,8,14,20,15,5,1,4,3
207,14-15,2,København,Nordsjælland,2,1,1,0,10,6,116.84,118.6,483,351,387,245,96,106,0.8,0.7,0.45,55,0.55,45,0.53,0.47,11,17,15,23,5,4,8,5
208,14-15,2,Randers,Hobro,2,1,1,1,13,7,114.06,113.84,376,430,267,344,109,86,0.71,0.8,0.46,54,0.54,46,0.49,0.51,7,11,17,19,4,9,4,3
209,14-15,2,Esbjerg,SønderjyskE,1,1,0,0,11,13,120.86,123.02,539,496,448,401,91,95,0.83,0.81,0.37,63,0.63,37,0.53,0.47,11,12,11,9,4,4,3,7
210,14-15,2,Brøndby,Silkeborg,2,0,0,0,10,9,110.03,113.45,416,273,283,175,133,98,0.68,0.64,0.41,59,0.59,41,0.49,0.51,9,12,15,15,2,5,11,6
211,14-15,3,Silkeborg,SønderjyskE,0,2,0,0,14,10,121.39,115.62,379,463,299,354,80,109,0.79,0.76,0.36,64,0.64,36,0.45,0.55,6,12,14,5,3,5,9,2
212,14-15,3,Vestsjælland,København,2,2,2,0,6,10,115,116.01,304,690,224,616,80,74,0.74,0.89,0.53,47,0.47,53,0.46,0.54,15,7,8,13,1,2,5,3
213,14-15,3,OB,AaB,1,1,1,0,17,4,111.94,113.81,582,362,493,256,89,106,0.85,0.71,0.56,44,0.44,56,0.55,0.45,8,7,11,15,1,1,3,3
214,14-15,3,Nordsjælland,Esbjerg,3,2,1,0,11,12,120.57,119.66,560,298,427,187,133,111,0.76,0.63,0.55,45,0.45,55,0.49,0.51,11,11,10,17,1,1,5,2
215,14-15,3,Hobro,Brøndby,2,0,1,0,7,13,121.28,120.85,611,444,507,333,104,111,0.83,0.75,0.65,35,0.35,65,0.54,0.46,22,5,11,7,2,2,1,5
216,14-15,3,Midtjylland,Randers,3,1,0,1,11,10,116.12,113.86,414,395,307,295,107,100,0.74,0.75,0.41,59,0.59,41,0.53,0.47,8,12,13,13,2,0,5,4
217,14-15,4,Randers,Vestsjælland,1,0,0,0,14,4,118.63,119.53,404,340,315,260,89,80,0.78,0.76,0.38,62,0.62,38,0.64,0.36,13,15,22,12,0,2,12,6
218,14-15,4,AaB,Nordsjælland,1,2,1,0,11,10,126.27,118.3,596,459,490,354,106,105,0.82,0.77,0.49,51,0.51,49,0.44,0.56,8,16,11,12,6,1,8,3
219,14-15,4,SønderjyskE,Midtjylland,1,3,0,1,7,13,118.02,119.48,427,429,285,281,142,148,0.67,0.66,0.6,40,0.4,60,0.51,0.49,10,7,16,17,2,0,2,9
220,14-15,4,København,Hobro,0,3,0,1,16,10,116.86,117.28,396,424,258,293,138,131,0.65,0.69,0.33,67,0.67,33,0.51,0.49,8,6,15,16,0,2,11,1
221,14-15,4,Brøndby,OB,1,1,1,0,12,6,118.77,116.44,247,562,140,439,107,123,0.57,0.78,0.41,59,0.59,41,0.49,0.51,12,10,21,14,2,0,3,4
222,14-15,4,Esbjerg,Silkeborg,0,0,0,0,24,14,117.07,121.73,533,376,405,245,128,131,0.76,0.65,0.46,54,0.54,46,0.59,0.41,10,9,17,6,4,2,6,1
223,14-15,5,København,Midtjylland,1,2,0,0,12,5,113.92,117.16,824,209,742,136,82,73,0.9,0.65,0.41,59,0.59,41,0.47,0.53,13,16,18,11,2,5,12,6
224,14-15,5,AaB,Esbjerg,1,1,1,0,9,12,114.38,115.58,353,401,265,313,88,88,0.75,0.78,0.46,54,0.54,46,0.57,0.43,11,9,18,12,1,2,10,5
225,14-15,5,Vestsjælland,Silkeborg,2,0,1,0,6,6,112.6,122.59,484,277,381,190,103,87,0.79,0.69,0.54,46,0.46,54,0.57,0.43,11,12,17,18,2,2,12,1
226,14-15,5,Brøndby,SønderjyskE,2,0,0,0,11,8,121.87,119.86,382,377,276,276,106,101,0.72,0.73,0.37,63,0.63,37,0.5,0.5,13,10,14,17,2,4,5,4
227,14-15,5,Randers,OB,0,2,0,1,9,7,118.67,120.16,580,280,489,175,91,105,0.84,0.62,0.42,58,0.58,42,0.55,0.45,10,9,19,14,0,1,14,4
228,14-15,5,Hobro,Nordsjælland,0,0,0,0,8,15,121.07,112.43,439,487,358,411,81,76,0.82,0.84,0.62,38,0.38,62,0.56,0.44,13,10,13,18,3,3,5,2
229,14-15,6,SønderjyskE,Randers,1,1,1,0,7,10,120.42,123.2,529,484,425,394,104,90,0.8,0.81,0.65,35,0.35,65,0.5,0.5,12,11,16,10,2,4,5,3
230,14-15,6,Silkeborg,AaB,2,2,2,1,17,11,116.19,116.31,455,329,374,245,81,84,0.82,0.74,0.6,40,0.4,60,0.52,0.48,12,7,10,22,0,4,6,3
231,14-15,6,Midtjylland,Esbjerg,2,0,1,0,11,8,120.21,115.17,224,825,142,737,82,88,0.63,0.89,0.56,44,0.44,56,0.45,0.55,20,17,11,13,8,1,2,9
232,14-15,6,Nordsjælland,Brøndby,0,3,0,0,15,9,114.21,116,714,508,632,421,82,87,0.89,0.83,0.44,56,0.56,44,0.54,0.46,10,19,12,7,1,1,4,5
233,14-15,6,OB,København,0,1,0,1,10,7,115.44,114.05,389,391,272,265,117,126,0.7,0.68,0.56,44,0.44,56,0.49,0.51,14,13,15,19,1,2,2,5
234,14-15,6,Hobro,Vestsjælland,3,1,2,0,10,11,118.91,121.08,589,324,488,234,101,90,0.83,0.72,0.51,49,0.49,51,0.51,0.49,9,8,18,14,3,1,6,2
235,14-15,7,Midtjylland,OB,3,2,1,0,13,7,119.84,118.14,460,337,332,213,128,124,0.72,0.63,0.39,61,0.61,39,0.53,0.47,15,10,23,16,2,2,4,2
236,14-15,7,AaB,København,1,0,1,0,12,15,118.33,115.26,314,503,199,395,115,108,0.63,0.79,0.48,52,0.52,48,0.44,0.56,12,12,18,18,2,3,3,8
237,14-15,7,Silkeborg,Nordsjælland,1,2,1,0,9,13,120.95,119.56,303,469,174,333,129,136,0.57,0.71,0.54,46,0.46,54,0.51,0.49,10,5,23,14,3,0,6,7
238,14-15,7,Brøndby,Randers,0,2,0,1,10,4,117.74,112.16,210,1078,142,1004,68,74,0.68,0.93,0.35,65,0.65,35,0.41,0.59,9,15,7,13,3,2,2,3
239,14-15,7,Esbjerg,Vestsjælland,3,0,2,0,10,8,124.62,121.28,441,386,323,257,118,129,0.73,0.67,0.46,54,0.54,46,0.51,0.49,6,15,11,18,2,0,6,4
240,14-15,7,SønderjyskE,Hobro,1,1,1,1,13,4,121.09,119.55,455,530,351,427,104,103,0.77,0.81,0.49,51,0.51,49,0.58,0.42,13,7,14,16,4,0,5,1
241,14-15,8,Randers,Silkeborg,1,0,0,0,11,9,118.4,119.52,501,387,413,304,88,83,0.82,0.79,0.41,59,0.59,41,0.5,0.5,9,11,17,10,2,5,10,3
242,14-15,8,Hobro,Esbjerg,1,1,0,1,9,12,112.76,122.88,423,392,323,273,100,119,0.76,0.7,0.52,48,0.48,52,0.54,0.46,13,16,15,17,2,1,6,3
243,14-15,8,OB,SønderjyskE,1,1,1,0,12,10,119.33,121.19,388,616,303,517,85,99,0.78,0.84,0.51,49,0.49,51,0.55,0.45,17,11,12,11,7,1,11,7
244,14-15,8,København,Brøndby,1,0,0,0,12,5,122.35,118.05,445,400,326,284,119,116,0.73,0.71,0.53,47,0.47,53,0.57,0.43,9,16,18,17,1,3,1,4
245,14-15,8,Nordsjælland,Midtjylland,2,1,0,0,13,12,115.04,121.22,601,287,484,177,117,110,0.81,0.62,0.44,56,0.56,44,0.53,0.47,12,13,18,13,3,4,3,1
246,14-15,8,Vestsjælland,AaB,1,0,0,0,13,9,115.19,118.3,518,247,410,165,108,82,0.79,0.67,0.56,44,0.44,56,0.57,0.43,8,3,12,16,5,4,7,1
247,14-15,9,AaB,Randers,0,0,0,0,8,16,113.55,118.76,270,612,168,507,102,105,0.62,0.83,0.53,47,0.47,53,0.52,0.48,13,12,14,14,1,2,2,9
248,14-15,9,SønderjyskE,København,1,1,0,0,11,12,111.44,108.04,423,307,339,198,84,109,0.8,0.64,0.59,41,0.41,59,0.55,0.45,10,12,19,17,1,5,4,3
249,14-15,9,Silkeborg,Hobro,2,2,1,0,17,5,118.68,115.26,441,385,362,282,79,103,0.82,0.73,0.43,57,0.57,43,0.53,0.47,12,4,20,14,1,1,5,8
250,14-15,9,Midtjylland,Vestsjælland,1,0,0,0,27,9,122.07,119.33,361,328,261,232,100,96,0.72,0.71,0.43,57,0.57,43,0.44,0.56,11,13,21,16,2,1,8,4
251,14-15,9,Esbjerg,Brøndby,2,2,0,0,8,13,114.37,114.88,634,373,558,298,76,75,0.88,0.8,0.61,39,0.39,61,0.49,0.51,14,11,14,11,3,3,6,10
252,14-15,9,Nordsjælland,OB,2,1,1,0,13,11,116.22,115.56,406,397,288,276,118,121,0.71,0.7,0.48,52,0.52,48,0.44,0.56,17,15,13,17,0,9,10,8
253,14-15,10,Hobro,Midtjylland,1,5,0,3,16,10,120.82,121.12,358,509,251,384,107,125,0.7,0.75,0.59,41,0.41,59,0.46,0.54,11,15,15,15,1,1,4,14
254,14-15,10,OB,Silkeborg,2,0,1,0,6,13,117.99,120.03,450,362,357,278,93,84,0.79,0.77,0.59,41,0.41,59,0.52,0.48,16,15,17,12,1,3,3,6
255,14-15,10,Vestsjælland,SønderjyskE,1,1,0,1,7,10,115.79,113.53,334,436,235,333,99,103,0.7,0.76,0.48,52,0.52,48,0.52,0.48,14,7,18,17,2,2,9,4
256,14-15,10,Randers,Nordsjælland,0,0,0,0,14,4,118.41,117.19,526,400,443,318,83,82,0.84,0.8,0.41,59,0.59,41,0.56,0.44,16,12,16,7,5,2,8,5
257,14-15,10,København,Esbjerg,2,1,0,1,5,11,115.92,112.65,322,686,219,591,103,95,0.68,0.86,0.51,49,0.49,51,0.42,0.58,11,17,13,15,5,1,3,4
258,14-15,10,Brøndby,AaB,2,1,1,0,14,9,109.76,109.71,323,428,240,356,83,72,0.74,0.83,0.46,54,0.54,46,0.57,0.43,13,14,18,10,5,4,2,6
259,14-15,11,AaB,Hobro,1,1,0,1,13,8,118.03,115.03,376,415,237,286,139,129,0.63,0.69,0.36,64,0.64,36,0.52,0.48,13,15,13,13,3,3,7,2
260,14-15,11,Nordsjælland,SønderjyskE,2,3,1,2,9,6,116.24,111.71,228,472,130,351,98,121,0.57,0.74,0.41,59,0.59,41,0.54,0.46,8,11,16,16,4,2,5,6
261,14-15,11,Midtjylland,Silkeborg,2,1,1,0,11,7,112.72,115.72,365,442,206,277,159,165,0.56,0.63,0.46,54,0.54,46,0.46,0.54,14,8,17,18,1,2,3,4
262,14-15,11,Brøndby,Vestsjælland,5,0,1,0,12,10,116.74,111.31,501,365,420,270,81,95,0.84,0.74,0.33,67,0.67,33,0.44,0.56,4,13,12,14,1,0,4,5
263,14-15,11,København,Randers,1,0,1,0,10,7,117.27,121.43,640,358,545,259,95,99,0.85,0.72,0.51,49,0.49,51,0.49,0.51,18,13,15,12,2,1,6,5
264,14-15,11,Esbjerg,OB,2,0,1,0,9,10,111.5,111.7,331,293,229,168,102,125,0.69,0.57,0.39,61,0.61,39,0.51,0.49,23,15,16,18,1,1,5,2
265,14-15,12,Silkeborg,Vestsjælland,1,2,1,1,13,6,114.14,114.36,365,367,273,273,92,94,0.75,0.74,0.42,58,0.58,42,0.48,0.52,10,10,13,12,3,4,11,2
266,14-15,12,SønderjyskE,Midtjylland,1,1,0,0,4,8,119.48,116.66,383,385,281,275,102,110,0.73,0.71,0.6,40,0.4,60,0.52,0.48,18,12,20,15,2,2,3,3
267,14-15,12,Randers,OB,3,0,3,0,14,4,115.85,115.37,461,279,373,180,88,99,0.81,0.65,0.47,53,0.53,47,0.58,0.42,13,7,16,12,6,4,3,12
268,14-15,12,Hobro,København,0,2,0,1,10,8,109.96,117.64,685,283,585,189,100,94,0.85,0.67,0.63,37,0.37,63,0.52,0.48,15,11,12,15,3,9,12,2
269,14-15,12,Esbjerg,Brøndby,0,0,0,0,11,4,116.27,117.92,464,398,336,279,128,119,0.72,0.7,0.52,48,0.48,52,0.55,0.45,11,11,13,17,1,1,7,2
270,14-15,12,Nordsjælland,AaB,0,1,0,0,12,4,120.61,114.97,339,431,238,320,101,111,0.7,0.74,0.46,54,0.54,46,0.43,0.57,15,5,18,21,0,1,6,10
271,14-15,13,Midtjylland,Nordsjælland,2,0,0,0,6,6,117.08,121.04,449,349,319,246,130,103,0.71,0.7,0.39,61,0.61,39,0.56,0.44,10,15,21,24,4,3,3,4
272,14-15,13,Vestsjælland,Esbjerg,1,4,0,2,8,8,117.1,114.38,423,418,296,295,127,123,0.7,0.71,0.63,37,0.37,63,0.53,0.48,14,10,15,8,4,4,12,2
273,14-15,13,OB,Hobro,3,1,1,1,14,4,113.37,111.88,339,348,212,227,127,121,0.63,0.65,0.32,68,0.68,32,0.51,0.49,14,14,24,10,1,3,8,6
274,14-15,13,København,SønderjyskE,1,1,1,0,14,9,125.41,113.37,475,493,375,382,100,111,0.79,0.77,0.35,65,0.65,35,0.5,0.5,13,6,8,7,1,2,5,5
275,14-15,13,Brøndby,Randers,1,0,0,0,7,10,110.63,114.45,440,290,344,205,96,85,0.78,0.71,0.42,58,0.58,42,0.51,0.49,8,10,16,16,2,3,3,4
276,14-15,13,AaB,Silkeborg,2,0,1,0,9,11,117.42,113.23,292,607,175,483,117,124,0.6,0.8,0.49,51,0.51,49,0.45,0.55,5,12,14,19,7,3,2,3
